 children, income,numHandsets,handsetAge,smartPhone,currentHandsetPrice, creditRating,homeOwner, creditCard,avgBill,avgMins,avgrecurringCharge,avgOverBundleMins,avgRoamCalls,callMinutesChangePct,billAmountChangePct,avgReceivedMins,avgOutCalls,avgInCalls,peakOffPeakRatio,peakOffPeakRatioChangePct,avgDroppedCalls,lifeTime,lastMonthCustomerCareCalls,numRetentionCalls,numRetentionOffersAccepted,newFrequentNumbers,churn,,,,
 false,0,1,272, true,0, B, true, false,51.28,689,59.99,1,0.59,46.58,7.1972,185.34,23,20.67,1.609121048,30.16194962,16.67,9,3.33,0,0,0, false,,+AC0-3.775,+AC0-0.4032,+AC0-11.1607862
 false,0,1,244, true,0, G, true, false,52.05,685.75,50.03,26,1.62,46.58,7.1974,232.11,54.33,41.33,0.945431034,30.16587321,16.67,9,1,0,0,0, false,,+AC0-3.775,+AC0-0.403,+AC0-11.15686261
 false,1,1,262, true,0, C, false, true,58.82,1373.5,44.99,57.25,3.79,46.58,7.1974,443.23,99.67,29.33,0.442125385,30.17193135,17.67,9,0,0,0,0, false,,+AC0-3.775,+AC0-0.403,+AC0-11.15080447
 false,0,2,69, true,149.99, G, false, false,89.49,910.25,84.99,1,0.27,46.585,7.198,222.51,27.33,18,2.985847458,30.1727467,17.67,9,6.33,0,0,1, false,,+AC0-3.77,+AC0-0.4024,+AC0-11.14998912
 false,6,2,68, true,79.99, B, false, true,51.64,1389.75,9.48,0,4.42,46.585,7.1984,561.72,132,48.33,1.150358641,30.17398768,18,9,1.67,0,0,0, false,,+AC0-3.77,+AC0-0.402,+AC0-11.14874814
 false,9,1,269, true,0, B, false, true,101.92,683.25,44.99,93,29.23,46.59,7.1988,88.13,46.33,7.33,0.673154313,30.18177691,18.33,9,0.33,0,0,1, true,,+AC0-3.765,+AC0-0.4016,+AC0-11.14095891
 true,4,2,136, true,129.99, G, false, true,83.22,2704.5,49.99,55,0,46.59,7.1998,1298.35,57.67,30.67,0.439507577,30.1850556,18.33,9,20.67,0,0,0, false,,+AC0-3.765,+AC0-0.4006,+AC0-11.13768022
 false,0,1,280, true,0, G, true, false,149.29,1147,81.33,243.25,0.83,46.595,7.2004,405.7,46.33,1.33,1.758986486,30.18539307,18.33,9,7.33,0,0,0, true,,+AC0-3.76,+AC0-0.4,+AC0-11.13734275
 false,9,1,244, true,0, A, false, true,14.23,456.5,10,6.25,0,46.6,7.2008,12.03,13.33,3.67,1.447777902,30.19002486,18.67,9,0,0,0,0, false,,+AC0-3.755,+AC0-0.3996,+AC0-11.13271096
 false,5,2,126, true,59.99, G, false, false,47.54,574,54.02,0,0,46.6,7.2014,289.36,5.67,1.33,0.518048589,30.19051109,19,9,0.67,0,0,0, false,,+AC0-3.755,+AC0-0.399,+AC0-11.13222473
 false,0,1,288, true,0, F, true, false,24.91,1247.5,10,59.5,0,46.605,7.202,182.12,78.67,53,0.812281883,30.19131594,19,9,0.67,0,0,0, false,,+AC0-3.75,+AC0-0.3984,+AC0-11.13141988
 false,5,1,264, true,0, E, false, true,54.57,913.5,44.99,49,0,46.61,7.202,179.01,108.67,34.33,0.750355098,30.19150984,19.33,9,0,0,0,0, false,,+AC0-3.745,+AC0-0.3984,+AC0-11.13122598
 false,0,1,244, true,0, D, true, false,94.95,1217.25,59.99,74.25,14.76,46.61,7.2026,301.07,22.33,1.67,0.605633803,30.19232296,20,9,2,0,0,0, false,,+AC0-3.745,+AC0-0.3978,+AC0-11.13041286
 false,6,1,257, true,0, D, false, true,182.42,1604.25,134.35,109.5,5.34,46.61,7.203,708.16,11,13,3.305779817,30.19311791,20,9,8.33,0,0,1, false,,+AC0-3.745,+AC0-0.3974,+AC0-11.12961791
 false,0,1,260, true,0, C, true, false,71.06,977,40.03,73.25,0,46.61,7.203,250.88,74.67,25.67,0.817564486,30.1938864,20,9,9.67,0,0,0, false,,+AC0-3.745,+AC0-0.3974,+AC0-11.12884942
 true,3,1,279, true,0, B, false, true,34.99,620.5,44.99,0,0,46.615,7.203,197.24,18.67,2.67,0.407985075,30.20736416,20,9,0.67,0,0,0, false,,+AC0-3.74,+AC0-0.3974,+AC0-11.11537166
 false,7,2,207, true,149.99, E, false, true,53.11,354.25,59.99,0,0,46.615,7.2036,123.11,7.33,0,1.136363636,30.21871935,20.33,9,0,0,0,0, false,,+AC0-3.74,+AC0-0.3968,+AC0-11.10401647
 true,8,2,265, true,59.99, B, false, true,39.98,1299.75,47.49,0.5,0,46.615,7.2038,405.02,103.67,34.33,0.250783699,30.21910947,20.67,9,17,0,0,0, false,,+AC0-3.74,+AC0-0.3966,+AC0-11.10362635
 true,6,1,267, true,0, B, false, true,73,407.75,39.99,108.5,0.58,46.615,7.204,44.23,4.33,0.67,4.038359286,30.22135253,20.67,9,2,0,0,0, true,,+AC0-3.74,+AC0-0.3964,+AC0-11.10138329
 false,0,4,113, true,79.99, C, true, false,186.5,1154.5,177.11,0,0,46.62,7.2046,325.61,52.67,17,1.60330682,30.22249782,20.67,9,11.33,0,0,0, true,,+AC0-3.735,+AC0-0.3958,+AC0-11.100238
 false,0,1,246, true,0, D, true, false,65.79,489.5,24.74,2.25,0,46.625,7.2046,114.16,55.67,13.67,0.82745755,30.22577881,21,9,3.33,0,0,0, true,,+AC0-3.73,+AC0-0.3958,+AC0-11.09695701
 true,6,1,268, true,0, G, true, false,70.09,402.5,89.99,0.25,0,46.625,7.2046,132.24,32.67,3,1.007500552,30.22664253,21.33,9,0,0,0,0, false,,+AC0-3.73,+AC0-0.3958,+AC0-11.09609329
 false,6,1,261, true,0, C, false, true,34,569.5,41.73,0,0.77,46.63,7.205,47.14,36.67,4.33,0.337872428,30.23191471,21.33,9,2.67,0,0,0, false,,+AC0-3.725,+AC0-0.3954,+AC0-11.09082111
 false,1,3,147, true,129.99, E, true, false,89.26,1085.5,68.3,80,0,46.635,7.2054,271.9,68.33,26.33,0.801007463,30.23636687,21.67,9,8.67,0,0,0, false,,+AC0-3.72,+AC0-0.395,+AC0-11.08636895
 false,0,1,278, true,0, G, true, false,97.96,985.75,39.99,125.25,4.5,46.64,7.2066,193.75,33.67,7.67,0.657543254,30.24160151,21.67,9,12,0,0,0, true,,+AC0-3.715,+AC0-0.3938,+AC0-11.08113431
 false,7,1,285, true,0, C, false, true,59.35,1663.25,59.99,15.25,0.54,46.65,7.2068,343.56,37.33,4,0.785160746,30.24348726,22,9,1.67,0,0,0, false,,+AC0-3.705,+AC0-0.3936,+AC0-11.07924856
 false,6,1,264, true,0, B, false, true,58.16,459.25,44.99,61.5,1.28,46.655,7.2076,88.11,47.33,10.67,1.3315964,30.2494582,22.33,9,3.67,0,0,0, false,,+AC0-3.7,+AC0-0.3928,+AC0-11.07327762
 false,3,1,260, true,0, D, false, true,38.58,520.25,20.42,67.5,0,46.655,7.2078,293.88,8,0.67,0.86016919,30.25019515,22.67,9,19,0,0,0, true,,+AC0-3.7,+AC0-0.3926,+AC0-11.07254067
 false,0,1,276, true,0, E, true, false,46.46,1116.75,54.99,3.5,0,46.665,7.2078,164.7,77.67,13.33,0.620601038,30.25111778,23,9,9.33,0,0,0, false,,+AC0-3.69,+AC0-0.3926,+AC0-11.07161804
 false,8,1,250, true,0, C, false, true,53.99,1333.75,49.99,0,0,46.665,7.2082,353.77,43,80.67,0.567013498,30.25380418,23,9,23.67,0,0,0, false,,+AC0-3.69,+AC0-0.3922,+AC0-11.06893164
 false,0,1,276, true,0, E, true, false,113.92,881.25,39.99,125.75,8.48,46.665,7.2084,140.85,17,0,2.30836905,30.25499254,24,9,1.33,0,0,0, true,,+AC0-3.69,+AC0-0.392,+AC0-11.06774328
 true,1,2,95, false,29.99, D, false, false,36.04,138.25,43.54,0,0,46.67,7.2088,11.63,9.33,3.33,2.878138396,30.25907664,25,9,0.33,0,0,2, false,,+AC0-3.685,+AC0-0.3916,+AC0-11.06365918
 false,0,2,55, true,79.99, E, true, false,112.67,1292.75,67.28,77.5,0,46.67,7.2088,106.15,88.33,16.67,0.914805574,30.26238638,25,9,9.33,0,0,0, true,,+AC0-3.685,+AC0-0.3916,+AC0-11.06034944
 false,0,2,84, true,29.99, D, true, false,79.25,1436.5,69.41,36,0.35,46.67,7.2088,452.19,91.67,12.67,1.21855626,30.26996425,25,9,1,0,0,0, true,,+AC0-3.685,+AC0-0.3916,+AC0-11.05277157
 false,0,1,271, true,0, C, true, false,53.14,1245.5,51.33,26.5,0,46.67,7.2102,298.45,110,76,0.546979866,30.2771322,26,9,27.33,0,0,0, false,,+AC0-3.685,+AC0-0.3902,+AC0-11.04560362
 false,7,5,72, true,29.99, B, false, true,76.23,734.75,84.99,0,0,46.67,7.2112,174.8,49.67,13.33,1.48256421,30.27847847,26.67,9,0.33,0,0,0, false,,+AC0-3.685,+AC0-0.3892,+AC0-11.04425735
 false,8,1,268, true,0, B, false, true,42.91,464.5,44.99,6,2.6,46.675,7.2118,64.67,16,0.33,0.89483657,30.28883823,27.33,9,1,0,0,3, false,,+AC0-3.68,+AC0-0.3886,+AC0-11.03389759
 false,0,1,279, true,0, E, true, true,75,1748,59.99,55,7.95,46.675,7.2132,616.37,11.33,59.33,0.522834363,30.29470271,29.67,9,0.33,0,0,0, false,,+AC0-3.68,+AC0-0.3872,+AC0-11.02803311
 true,6,1,268, true,0, D, false, true,47.99,405.75,43.54,5,3.36,46.675,7.2134,44.83,65,27,4.034102564,30.29520112,29.67,9,1.33,0,0,0, false,,+AC0-3.68,+AC0-0.387,+AC0-11.0275347
 false,0,1,277, true,0, B, true, false,177.59,1817.25,134.99,112,0.52,46.675,7.2134,333.05,72.33,18.33,2.449029264,30.30294678,30,9,2.67,0,0,0, true,,+AC0-3.68,+AC0-0.387,+AC0-11.01978904
 true,6,1,285, true,0, B, false, true,84.44,1691.5,84.99,17,0,46.68,7.2138,437.69,155,37.33,1.156657963,30.31018644,30,9,3,0,0,0, false,,+AC0-3.675,+AC0-0.3866,+AC0-11.01254938
 false,0,1,268, true,0, B, true, false,54.79,942.5,44.99,49.5,0,46.68,7.2142,211.73,26.67,2,0.80939753,30.32168088,30,9,20,0,0,0, false,,+AC0-3.675,+AC0-0.3862,+AC0-11.00105494
 false,7,1,273, true,0, F, false, true,66.99,1107,43.54,89.75,0,46.68,7.2152,242.62,63.67,13,1.156402613,30.3220066,30.33,9,0.33,0,0,0, true,,+AC0-3.675,+AC0-0.3852,+AC0-11.00072922
 false,6,1,288, true,0, B, false, true,134.2,1824.75,47.17,138.25,0,46.685,7.2154,179.45,38.67,8.67,0.640977721,30.32646712,30.67,9,6.67,0,0,0, false,,+AC0-3.67,+AC0-0.385,+AC0-10.9962687
 false,0,1,251, true,0, C, true, false,90.39,1604,49.99,126,0,46.685,7.2154,373.88,169.67,47.67,0.538070761,30.32763584,31,9,11.67,0,0,0, false,,+AC0-3.67,+AC0-0.385,+AC0-10.99509998
 true,6,1,266, true,0, C, false, true,46.1,617.75,44.99,31.5,0,46.685,7.2162,166.05,38.33,22.33,0.759702905,30.32981881,31,9,0.67,0,0,0, false,,+AC0-3.67,+AC0-0.3842,+AC0-10.99291701
 false,6,2,58, true,129.99, B, false, true,53.12,807.25,69.99,5.25,0.1,46.695,7.2164,152.96,27.67,22.33,1.402245873,30.33448051,31,9,13.33,1,0,0, true,,+AC0-3.66,+AC0-0.384,+AC0-10.98825531
 false,1,1,278, true,0, C, true, true,36.48,684.25,44.99,0,0,46.695,7.2174,25.63,0,0,0.507936508,30.34655273,31.67,9,0,0,0,0, false,,+AC0-3.66,+AC0-0.383,+AC0-10.97618309
 false,6,1,261, true,0, C, false, true,38.99,287.5,44.99,0,0,46.705,7.218,68.16,7,5.67,0.563033342,30.34666676,34,9,0,0,0,0, false,,+AC0-3.65,+AC0-0.3824,+AC0-10.97606906
 false,4,2,176, true,29.99, C, false, true,60.67,1237,44.99,57,5.12,46.705,7.219,409.81,52.67,29.67,0.945051546,30.35023091,35,9,5.33,0,0,0, false,,+AC0-3.65,+AC0-0.3814,+AC0-10.97250491
 false,0,1,247, true,0, E, true, false,51.1,511,66.77,0,0,46.705,7.2192,43.86,19.67,0.67,0.442171811,30.36806906,35,9,1.33,0,0,0, false,,+AC0-3.65,+AC0-0.3812,+AC0-10.95466676
 false,0,2,116, true,199.99, D, true, false,105.72,1736,59.99,139,0.58,46.71,7.2192,518.87,110,6.33,0.372176483,30.3696754,35,9,6.33,0,0,0, true,,+AC0-3.645,+AC0-0.3812,+AC0-10.95306042
 false,3,1,259, true,0, D, false, false,60.72,852.25,35.99,66.75,0,46.71,7.2204,199.32,59,25.33,2.580898729,30.37193031,36,9,1,0,0,0, false,,+AC0-3.645,+AC0-0.38,+AC0-10.95080551
 false,4,1,268, true,0, B, false, true,39.58,347.25,40.07,5.75,0,46.71,7.2204,89.91,9,0.33,2.426297939,30.37342085,36,9,0.67,0,0,0, true,,+AC0-3.645,+AC0-0.38,+AC0-10.94931497
 false,5,1,266, true,0, B, false, true,46.96,1344,10,78.25,7.3,46.725,7.221,403.09,142,39,1.329861592,30.38188436,37,9,1.33,0,0,0, true,,+AC0-3.63,+AC0-0.3794,+AC0-10.94085146
 false,7,3,83, true,29.99, B, false, true,56.6,1643.5,61.98,1,4.23,46.725,7.221,89.08,16,1.67,0.814552198,30.3883794,38,9,8.67,1,1,0, true,,+AC0-3.63,+AC0-0.3794,+AC0-10.93435642
 false,6,2,127, true,199.99, E, false, true,120.68,2731.25,109.99,36.25,0,46.73,7.2212,753.07,201.67,116.67,1.000845077,30.38868825,38,9,6,0,0,0, false,,+AC0-3.625,+AC0-0.3792,+AC0-10.93404757
 false,0,1,249, true,0, D, true, false,84.01,2356.75,74.99,18,0.32,46.735,7.2212,788.06,172.33,2.67,0.819934516,30.3921395,38,9,12.67,0,0,0, false,,+AC0-3.62,+AC0-0.3792,+AC0-10.93059632
 true,8,1,247, true,0, A, false, true,112.99,731.75,67.49,64.25,0,46.735,7.2214,115.03,24.67,7.67,3.023292747,30.39714488,39,9,1.33,0,0,0, true,,+AC0-3.62,+AC0-0.379,+AC0-10.92559094
 false,0,1,273, true,0, B, true, false,98.12,2150.25,69.99,265.25,3.31,46.735,7.222,738.17,138.67,93,0.687994186,30.40831975,41,9,7.67,0,0,0, true,,+AC0-3.62,+AC0-0.3784,+AC0-10.91441607
 true,6,3,31, true,199.99, B, false, true,16.53,1380.75,10,0.5,6.33,46.735,7.2224,481.39,33.67,17.67,1.345177305,30.40839057,42,9,0,0,0,0, true,,+AC0-3.62,+AC0-0.378,+AC0-10.91434525
 false,0,1,286, true,0, G, true, false,50.07,1429.25,48.78,32.25,0,46.74,7.2224,442.66,86.33,27,0.531687818,30.41785711,43.67,9,8.67,0,0,0, false,,+AC0-3.615,+AC0-0.378,+AC0-10.90487871
 true,7,2,68, true,149.99, B, false, true,40.4,290.75,10,18.25,0.1,46.74,7.2224,32.99,32,4,0.66783109,30.41799805,43.67,9,0.33,0,0,0, false,,+AC0-3.615,+AC0-0.378,+AC0-10.90473777
 false,0,4,137, true,79.99, D, true, false,132.15,1371.75,88.95,122.75,0,46.745,7.2234,294.29,159,44.33,1.40562809,30.43152752,48.67,9,12.67,0,0,0, false,,+AC0-3.61,+AC0-0.377,+AC0-10.8912083
 false,1,4,76, true,129.99, B, false, true,118.01,2220.75,84.99,16,0.41,46.745,7.2236,457.85,130,53,1.64361569,30.43231516,52.33,9,8.33,0,0,0, false,,+AC0-3.61,+AC0-0.3768,+AC0-10.89042066
 false,1,1,269, true,0, D, false, true,93.28,1616,59.99,105.75,0,46.745,7.2238,477.78,47.67,7.33,0.46347035,30.44392672,58,9,3.67,0,0,0, false,,+AC0-3.61,+AC0-0.3766,+AC0-10.8788091
 false,0,1,264, true,0, B, true, false,41.12,793.5,44.99,17.5,0,46.75,7.2242,149.55,58.67,6.33,0.701923077,30.446392,60.33,9,1,0,0,0, false,,+AC0-3.605,+AC0-0.3762,+AC0-10.87634382
 false,0,1,255, true,0, C, true, false,150.6,2071,67.7,219.75,0,46.755,7.2244,702.22,135.33,95.67,1.129299036,30.45335965,61.67,9,3,0,0,0, true,,+AC0-3.6,+AC0-0.376,+AC0-10.86937617
 true,5,1,243, true,0, B, false, true,132.01,1834,84.99,122.25,0,46.755,7.2244,618.87,110.67,91,0.903854447,30.45750557,80.33,9,0,0,0,0, false,,+AC0-3.6,+AC0-0.376,+AC0-10.86523025
 false,0,1,266, true,0, E, true, false,59.97,546.75,69.99,0,0,46.755,7.225,143.63,19.33,1,0.936175098,30.4705606,82.33,9,5.33,0,0,2, false,,+AC0-3.6,+AC0-0.3754,+AC0-10.85217522
 false,3,1,263, true,0, B, true, true,73.39,1951.5,69.99,22,0,46.755,7.2252,504.95,101,51.67,0.331224774,30.47138476,87,9,1,0,0,0, false,,+AC0-3.6,+AC0-0.3752,+AC0-10.85135106
 false,2,1,263, true,0, B, true, true,54.21,742.25,69.99,10,0,46.76,7.2256,254.92,37.67,5.67,0.905,30.47369852,93.33,9,7.33,0,0,0, false,,+AC0-3.595,+AC0-0.3748,+AC0-10.8490373
 false,0,2,105, true,129.99, E, true, false,96.84,1603.25,84.99,46.75,0.8,46.76,7.2258,339.56,151.67,56,1.859419678,30.47690518,100,9,8,0,0,0, true,,+AC0-3.595,+AC0-0.3746,+AC0-10.84583064
 false,0,1,255, true,0, E, true, false,85.73,1097.25,104.99,0,0,46.76,7.2266,257.22,134.67,16,0.708150317,30.48196305,147,9,1.33,0,0,0, true,,+AC0-3.595,+AC0-0.3738,+AC0-10.84077277
 true,6,1,290, true,0, F, false, true,29.78,375.5,39.99,10.25,0,46.76,7.2268,0,0,0,0,30.48270435,0,10,0,0,0,0, false,,+AC0-3.595,+AC0-0.3736,+AC0-10.84003147
 false,7,1,318, true,0, B, false, true,31.23,101.5,39.99,0,0,46.76,7.227,0,0,0,0,30.4891749,0,10,0,0,0,0, true,,+AC0-3.595,+AC0-0.3734,+AC0-10.83356092
 false,6,1,316, true,0, D, false, true,31.3,218,39.99,0,0.29,46.76,7.228,0,0,0,0,30.50445092,0,10,0,0,0,0, true,,+AC0-3.595,+AC0-0.3724,+AC0-10.8182849
 false,4,1,310, true,0, B, false, false,34.99,78.75,44.99,0,0,46.76,7.228,0,0,0,0,30.51500882,0,10,0,0,0,0, true,,+AC0-3.595,+AC0-0.3724,+AC0-10.807727
 true,6,1,315, true,0, G, false, true,30.98,228.25,39.99,0,0,46.765,7.2282,0,0,0,0,30.52011647,0,10,0,0,0,0, true,,+AC0-3.59,+AC0-0.3722,+AC0-10.80261935
 false,9,1,307, true,0, B, false, true,38.99,300.25,44.99,0,0,46.775,7.2284,0,0,0,0,30.52047781,0,10,0,0,0,0, false,,+AC0-3.58,+AC0-0.372,+AC0-10.80225801
 false,8,1,274, true,0, B, false, true,29.99,62.5,29.99,0,0,46.775,7.2284,3.23,2,0,3.801920768,30.52050572,0,10,0.67,0,0,0, false,,+AC0-3.58,+AC0-0.372,+AC0-10.8022301
 false,3,2,278, true,29.99, B, false, true,46.8,317.75,39.99,47.25,0,46.775,7.2284,0,0,0,0,30.52234682,0,10,0,0,0,0, false,,+AC0-3.58,+AC0-0.372,+AC0-10.800389
 false,6,1,295, false,0, F, false, true,33.51,0,29.99,0,0,46.78,7.2288,0,0,0,0,30.5236745,0,10,0,0,0,0, true,,+AC0-3.575,+AC0-0.3716,+AC0-10.79906132
 false,6,1,278, true,0, D, true, true,27.16,69.5,20.32,1.25,6.35,46.785,7.2288,1.19,0.33,0.33,4,30.5253284,0,10,0.67,0,0,0, true,,+AC0-3.57,+AC0-0.3716,+AC0-10.79740742
 false,7,1,306, true,0, C, true, true,60.43,281.75,69.99,0,0.2,46.785,7.23,0,0,0,0,30.53291377,0,10,0,0,0,0, true,,+AC0-3.57,+AC0-0.3704,+AC0-10.78982205
 false,4,1,308, true,0, B, true, true,35.43,364.25,44.99,1.25,0,46.785,7.23,0,0,0,0,30.5334797,0,10,0,0,0,0, false,,+AC0-3.57,+AC0-0.3704,+AC0-10.78925612
 false,6,1,313, true,0, B, false, true,74.99,735.25,84.99,0,0,46.785,7.23,0,0,0,0,30.53589063,0,10,0,0,0,0, false,,+AC0-3.57,+AC0-0.3704,+AC0-10.78684519
 false,5,1,308, true,0, B, false, true,31.38,174,39.99,3.25,0,46.79,7.2302,0,0,0,0,30.53946427,0,10,0,0,0,0, false,,+AC0-3.565,+AC0-0.3702,+AC0-10.78327155
 false,7,1,303, true,0, A, false, true,10.09,5.5,10,0,0,46.79,7.2304,0.44,0.33,0.67,5,30.5462346,0,10,0,0,0,0, false,,+AC0-3.565,+AC0-0.37,+AC0-10.77650122
 true,6,1,313, true,0, C, false, true,75.11,440.25,59.99,81.25,0,46.795,7.2308,0,0,0,0,30.55009986,0,10,0,0,0,0, false,,+AC0-3.56,+AC0-0.3696,+AC0-10.77263596
 false,0,1,316, true,0, D, true, false,30.58,209,39.99,0,0.1,46.795,7.2308,0,0,0,0,30.55163577,0,10,0,0,0,0, true,,+AC0-3.56,+AC0-0.3696,+AC0-10.77110005
 false,9,1,306, true,0, B, false, true,47.25,632.75,42.53,10.25,5.6,46.8,7.231,0,0,0,0,30.55226251,0,10,0,0,0,0, false,,+AC0-3.555,+AC0-0.3694,+AC0-10.77047331
 false,0,1,300, true,0, A, true, false,30.24,71.75,29.99,0,0,46.8,7.2312,6.72,0,0,2.001876173,30.55237788,0,10,0,0,0,0, false,,+AC0-3.555,+AC0-0.3692,+AC0-10.77035794
 false,5,1,293, true,0, B, false, true,57,585.75,44.99,61.25,0,46.8,7.2312,0,0,0,0,30.55966637,0,10,0,0,0,0, false,,+AC0-3.555,+AC0-0.3692,+AC0-10.76306945
 false,0,3,180, true,9.99, A, true, false,10,0,10,0,0,46.8,7.2316,0,0,0,0,30.56102901,0,10,0,0,0,0, true,,+AC0-3.555,+AC0-0.3688,+AC0-10.76170681
 false,5,1,286, true,0, C, false, true,49.99,35.75,69.99,0,0,46.805,7.2328,1.32,0.33,0,1.201201201,30.56273548,0,10,1,0,0,0, false,,+AC0-3.55,+AC0-0.3676,+AC0-10.76000034
 true,6,1,287, true,0, E, false, true,33.16,25.75,48.16,0,0,46.805,7.2332,0.03,3,0,2.19760479,30.56501603,0,10,2,0,0,0, false,,+AC0-3.55,+AC0-0.3672,+AC0-10.75771979
 false,0,1,289, true,0, B, true, false,32.82,293.25,29.83,3.5,0.96,46.805,7.2338,0,0,0,0,30.56592932,0,10,0,0,0,0, true,,+AC0-3.55,+AC0-0.3666,+AC0-10.7568065
 false,6,1,307, true,0, B, false, true,23.91,9.75,33.62,0.5,0.1,46.805,7.2338,0,0,0,0,30.57627493,0,10,0,0,0,0, false,,+AC0-3.55,+AC0-0.3666,+AC0-10.74646089
 false,1,1,301, true,0, B, true, true,73.46,663,79.99,0,0,46.81,7.2342,0,0,0,0,30.58057642,0,10,0,0,0,0, false,,+AC0-3.545,+AC0-0.3662,+AC0-10.7421594
 false,6,1,296, true,0, C, false, true,63.97,585.25,44.99,60,0.8,46.81,7.2346,0,0,0,0,30.58099033,0,10,0,0,0,0, false,,+AC0-3.545,+AC0-0.3658,+AC0-10.74174549
 false,7,1,307, true,0, B, false, true,23.07,0,33.07,0,0,46.81,7.2346,0,0,0,0,30.58114799,0,10,0,0,0,0, true,,+AC0-3.545,+AC0-0.3658,+AC0-10.74158783
 true,5,1,299, true,0, B, false, true,31.3,290.75,39.99,3.75,0,46.815,7.2352,0,0,0,0,30.58117475,0,10,0,0,0,0, false,,+AC0-3.54,+AC0-0.3652,+AC0-10.74156107
 true,6,1,289, true,0, B, false, true,30.1,124,52.37,0,0,46.815,7.2352,0,0,0,0,30.58486779,0,10,0,0,0,0, false,,+AC0-3.54,+AC0-0.3652,+AC0-10.73786803
 false,0,1,301, true,0, C, true, false,37.79,630.5,44.99,8,0,46.825,7.2354,0,0,0,0,30.59058334,0,10,0,0,0,0, false,,+AC0-3.53,+AC0-0.365,+AC0-10.73215248
 false,6,1,309, true,0, B, false, true,14.35,543,10,1,0,46.83,7.2354,0,0,0,0,30.59673212,0,10,0,0,0,0, false,,+AC0-3.525,+AC0-0.365,+AC0-10.7260037
 false,7,1,298, true,0, E, true, true,25.75,32.75,29.99,0,2.92,46.83,7.2356,0,0,0,0,30.59708472,0,10,0,1,1,0, true,,+AC0-3.525,+AC0-0.3648,+AC0-10.7256511
 true,6,1,310, true,0, B, false, true,30.33,51.75,39.99,0,0,46.83,7.2362,0,0,0,0,30.60534739,0,10,0,0,0,0, false,,+AC0-3.525,+AC0-0.3642,+AC0-10.71738843
 false,7,3,245, true,149.99, B, false, false,34.26,0,39.99,0,0,46.835,7.2372,0,0,0,0,30.61593246,0,10,0,0,0,0, true,,+AC0-3.52,+AC0-0.3632,+AC0-10.70680336
 true,3,1,308, true,0, B, false, true,29.99,115,39.99,0,0,46.845,7.2374,0,0,0,0,30.62846399,0,10,0,0,0,0, false,,+AC0-3.51,+AC0-0.363,+AC0-10.69427183
 false,4,1,285, true,0, B, false, true,29.99,121,29.99,0,0,46.845,7.2376,0,1.67,0,1.59970015,30.62961319,0,10,0,0,0,0, false,,+AC0-3.51,+AC0-0.3628,+AC0-10.69312263
 false,2,1,300, true,0, C, false, true,91.68,776.75,44.99,161.25,0,46.845,7.2382,0,0,0,0,30.62993418,0,10,0,0,0,0, false,,+AC0-3.51,+AC0-0.3622,+AC0-10.69280164
 false,0,1,303, true,0, B, true, false,10.41,29.5,10,0,0,46.85,7.2386,0.65,2.67,0.33,1.443333333,30.63577996,0,10,0.67,0,0,0, false,,+AC0-3.505,+AC0-0.3618,+AC0-10.68695586
 false,6,1,313, true,0, C, true, true,30.49,113.5,39.99,0,0,46.855,7.2392,0,0,0,0,30.63760969,0,10,0,0,0,0, false,,+AC0-3.5,+AC0-0.3612,+AC0-10.68512613
 false,8,1,277, true,0, B, false, true,34.99,7.75,44.99,0,0,46.855,7.2392,0,1,0,0.858369099,30.63913971,0,10,0,0,0,1, false,,+AC0-3.5,+AC0-0.3612,+AC0-10.68359611
 true,5,1,309, true,0, D, false, true,38.06,314.25,44.99,7.5,0.2,46.86,7.2398,0,0,0,0,30.64035413,0,10,0,0,0,0, true,,+AC0-3.495,+AC0-0.3606,+AC0-10.68238169
 true,9,1,294, true,0, B, false, true,38.62,342.25,44.99,9.25,0.39,46.865,7.24,0,0,0,0,30.64079244,0,10,0,0,0,0, true,,+AC0-3.49,+AC0-0.3604,+AC0-10.68194338
 false,4,1,313, true,0, B, true, true,35.24,406.5,44.99,0,0,46.865,7.24,0,0,0,0,30.64145263,0,10,0,0,0,0, true,,+AC0-3.49,+AC0-0.3604,+AC0-10.68128319
 false,1,1,311, true,0, B, false, true,74.99,1168.5,84.99,0,0,46.865,7.2402,0,0,0,0,30.64179961,0,10,0,0,0,0, true,,+AC0-3.49,+AC0-0.3602,+AC0-10.68093621
 false,4,1,290, true,0, B, false, true,10.69,171,10,1.75,0,46.865,7.2404,0,0,0,0,30.64244869,0,10,0,0,0,0, true,,+AC0-3.49,+AC0-0.36,+AC0-10.68028713
 false,2,1,290, true,0, B, false, true,10,10.5,10,0,0,46.87,7.2408,0,0,0,0.374531835,30.64537949,0,10,0,0,0,1, false,,+AC0-3.485,+AC0-0.3596,+AC0-10.67735633
 false,4,1,312, true,0, B, false, true,135.63,752.75,39.99,328.25,0,46.87,7.2416,0,0,0,0,30.65021723,0,10,0,0,0,0, false,,+AC0-3.485,+AC0-0.3588,+AC0-10.67251859
 false,6,1,310, true,0, B, false, true,50.49,484.75,59.99,0,0,46.875,7.242,0,0,0,0,30.66200484,0,10,0,0,0,0, true,,+AC0-3.48,+AC0-0.3584,+AC0-10.66073098
